SchoolName,Category,Year,GraduateFTE,UndergradFTE,Total_FTE_Students,FTE_Student_Growth,Instruction,Instruction_PerFTE,Instruction_Pct,PublicService,PublicService_PerFTE,PublicService_Pct,AcademicSupport,AcademicSupport_PerFTE,AcademicSupport_Pct,StudentServices,StudentServices_PerFTE,StudentServices_Pct,InstitutionalSupport,InstitutionalSupport_PerFTE,InstitutionalSupport_Pct,AuxiliaryEnterprises,AuxiliaryEnterprises_PerFTE,AuxiliaryEnterprises_Pct,NetScholarships,NetScholarships_PerFTE,NetScholarships_Pct,Other,Other_PerFTE,Other_Pct,TotalExpenses,TotalExpenses_PerFTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2004,39,5527,5566,0,30602831,5498,39,512872,92,1,11104645,1995,14,6412905,1152,8,12083884,2171,15,137464,25,0,3931030,706,5,0,0,0,77966704,14008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2005,36,7359,7395,32.9,32624491,4412,36,403412,55,0,16440986,2223,18,6665085,901,7,13860791,1874,15,272850,37,0,8167038,1104,9,0,0,0,89964960,12166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2006,36,7856,7892,6.7,37292034,4725,36,338770,43,0,16604800,2104,16,8192520,1038,8,17419644,2207,17,186374,24,0,8590470,1089,8,0,0,0,103739845,13145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2007,38,6540,6578,-16.6,42475278,6457,38,384608,58,0,16973190,2580,15,9203010,1399,8,19042527,2895,17,297766,45,0,8875151,1349,8,0,0,0,111986974,17024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2008,41,6581,6622,0.7,48136420,7269,41,395490,60,0,15848739,2393,13,10168339,1536,9,19694083,2974,17,375893,57,0,8678906,1311,7,0,0,0,117729850,17779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2009,37,6797,6834,3.2,45449384,6650,37,366395,54,0,14138842,2069,12,11131037,1629,9,20094167,2940,16,4646651,680,4,7924553,1160,7,0,0,0,121812311,17824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2010,46,6887,6933,1.4,54743468,7896,46,451296,65,0,13728557,1980,12,13232035,1909,11,21163812,3053,18,5734451,827,5,9123702,1316,8,0,0,0,118177321,17046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2011,46,6865,6911,-0.3,60027118,8686,46,527275,76,0,14234708,2060,11,13848991,2004,11,22229987,3217,17,5158876,746,4,14531904,2103,11,0,0,0,130558859,18891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2012,45,6773,6818,-1.3,62157431,9117,45,618340,91,0,15351582,2252,11,15118683,2217,11,24262408,3559,18,4681159,687,3,15271965,2240,11,0,0,0,137461568,20162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2013,44,6870,6914,1.4,62294536,9010,44,791276,114,1,15835704,2290,11,15795408,2285,11,25351950,3667,18,4906500,710,3,15405490,2228,11,0,0,0,140380864,20304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2014,45,6753,6798,-1.7,67870576,9984,45,762656,112,1,16929172,2490,11,16783246,2469,11,26772195,3938,18,4825457,710,3,16504593,2428,11,0,0,0,150447895,22131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2015,44,6757,6801,0,69958768,10287,44,752153,111,0,18162302,2671,11,18984029,2791,12,28671250,4216,18,5114858,752,3,17105766,2515,11,0,0,0,158749126,23342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2016,36,6674,6710,-1.3,62105259,9256,36,1640439,244,1,15796526,2354,9,19277618,2873,11,25968389,3870,15,18060246,2692,11,3223287,480,2,25752248,3838,15,171824012,25607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2017,36,6580,6616,-1.4,64462316,9743,36,1755239,265,1,16898704,2554,9,19222838,2906,11,27765194,4197,15,18784153,2839,10,3142113,475,2,28614358,4325,16,180644915,27304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State Univ.,0,2018,36,6414,6450,-2.5,66193228,10263,36,1609283,250,1,17560046,2722,9,19189208,2975,10,26751743,4148,14,19638761,3045,11,3690163,572,2,30801668,4775,17,185434100,28749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgewater State Univ.,1,2004,39,6802,6841,0,29731112,4346,39,443300,65,1,8135743,1189,11,9494440,1388,12,10946282,1600,14,1238571,181,2,9685478,1416,13,78785,12,0,76199114,11139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgewater State Univ.,1,2005,32,6873,6905,0.9,30537897,4423,32,883031,128,1,12239180,1773,13,12452787,1803,13,13691251,1983,14,2518321,365,3,9837569,1425,10,0,0,0,95275977,13798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instruction - Current year total (F0304_F1A_RV),Public service - Current year total (F0304_F1A_RV),Academic support - Current year total (F0304_F1A_RV),Student services - Current year total (F0304_F1A_RV),Institutional support - Current year total (F0304_F1A_RV),Scholarships and fellowships expenses -- Current year total (F0304_F1A_RV),Auxiliary enterprises -- Current year total (F0304_F1A_RV),Other expenses  deductions - Current year total (F0304_F1A_RV),Total expenses  deductions - Current year total (F0304_F1A_RV)
Bridgewater State Univ.,1,2006,34,6759,6793,-1.6,35598105,5240,34,981482,144,1,15008164,2209,14,12031983,1771,11,12033187,1771,11,2948376,434,3,10253637,1509,10,0,0,0,104749797,15420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28384884,669184,11925942,10191598,11427133,1266034,9551928,78785,88104794
Bridgewater State Univ.,1,2007,35,6993,7028,3.5,40215625,5722,35,1641882,234,1,16263422,2314,14,13981481,1989,12,12924076,1839,11,3166971,451,3,10374141,1476,9,0,0,0,115961552,16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43704071,3418523,30792147,14797086,20510909,13057026,7362480,0.01,164912631
Bridgewater State Univ.,1,2008,33,7371,7404,5.4,44620845,6027,33,1823230,246,1,17561058,2372,13,17044695,2302,13,14852498,2006,11,3703376,500,3,16105786,2175,12,0,0,0,134865199,18215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18110210,786628,4316776,5456327,6798175,1526192,4037519,0.01,49725779
Bridgewater State Univ.,1,2009,37,7702,7739,4.5,47517730,6140,37,1987319,257,2,11633084,1503,9,14806975,1913,12,13438124,1736,11,3954888,511,3,16253546,2100,13,0,0,0,127788105,16512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16236568,0.01,4693989,5032478,5554485,225477,4379055,0.01,45597337
Bridgewater State Univ.,1,2010,35,8146,8181,5.7,48225926,5895,35,2036729,249,1,12667263,1548,9,16492780,2016,12,14530725,1776,11,5629351,688,4,18459113,2256,13,20042522,2450,15,138084409,16879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32545542,856168,11268825,6279786,13671477,4667605,10598280,0.01,100592475
Bridgewater State Univ.,1,2011,33,8488,8521,4.2,49031497,5754,33,2267800,266,2,17041848,2000,11,18442875,2164,12,15977296,1875,11,6798118,798,5,19673286,2309,13,19995967,2347,13,149228687,17513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30592718,394592,12483428,5726290,12088498,143392,4014248,0.01,77835552
Bridgewater State Univ.,1,2012,33,8716,8749,2.7,51869664,5929,33,1997803,228,1,18286667,2090,12,19073503,2180,12,16153039,1846,10,7067792,808,5,19922838,2277,13,21847500,2497,14,156218806,17856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49405140,280823,10853296,12627403,17239687,8855477,12900690,0.01,131897909
Bridgewater State Univ.,1,2013,33,8770,8803,0.6,53182575,6041,33,2262099,257,1,18434047,2094,11,19760852,2245,12,17272031,1962,11,7275990,827,5,19971840,2269,12,22730824,2582,14,160890258,18277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200872187,29480541,63932206,24958903,49439568,548932,102573786,0.01,716706319
Bridgewater State Univ.,1,2014,34,8836,8870,0.8,58453791,6590,34,1846410,208,1,20693405,2333,12,21561475,2431,12,16887940,1904,10,8942083,1008,5,23324968,2630,14,20873183,2353,12,172583255,19457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185139000,14844000,41014000,36794000,41726000,9851000,82257000,0.01,602550000
Bridgewater State Univ.,1,2015,35,8859,8894,0.3,67930792,7638,35,2187039,246,1,24546603,2760,13,24115345,2711,13,18674633,2100,10,9885013,1111,5,23779497,2674,12,20415632,2295,11,191534554,21535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77381000,7256000,20897000,12934000,13002000,9070000,5545000,0.01,200735000
Bridgewater State Univ.,1,2016,32,8878,8910,0.2,64991488,7294,32,2775815,312,1,23796119,2671,12,23769685,2668,12,22390446,2513,11,24144260,2710,12,10491502,1177,5,29311952,3290,15,201671267,22634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39251000,1281000,12915000,6624000,16449000,4575000,13615000,0.01,137248000
Bridgewater State Univ.,1,2017,34,8701,8735,-2,70057550,8020,34,2774925,318,1,25512065,2921,12,23094520,2644,11,19641046,2249,9,26331705,3015,13,13578254,1554,7,27582786,3158,13,208572851,23878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55726000,2621000,15260000,12488000,17369000,3088000,5058000,0.01,162653000
Bridgewater State Univ.,1,2018,34,8773,8807,0.8,74638309,8475,34,2876939,327,1,26422937,3000,12,23887255,2712,11,20783716,2360,9,24828075,2819,11,17479028,1985,8,28725870,3262,13,219642129,24939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82987781,5847415,34935547,20913363,28347636,9112691,48448281,0.01,327454250
Fitchburg State Univ.,1,2004,39,2869,2908,0,19458479,6691,39,814196,280,2,4569571,1571,9,5808248,1997,12,6022984,2071,12,1710398,588,3,3585626,1233,7,0,0,0,50356089,17316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23164328,383133,6349722,7266062,13794055,5280798,5394445,0.01,76832330
Fitchburg State Univ.,1,2005,35,3024,3059,5.2,18919282,6185,35,638147,209,1,4621363,1511,9,5997856,1961,11,7206713,2356,13,1594961,521,3,4765719,1558,9,0,0,0,54058708,17672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17833735,155053,3559357,6292287,5280039,1174172,9537402,59280,53300261
Fitchburg State Univ.,1,2006,40,3174,3214,5.1,22939082,7137,40,603240,188,1,4686355,1458,8,6591683,2051,11,6173241,1921,11,224472,70,0,5419873,1686,9,0,0,0,57959077,18033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20189936,1082624,2349387,4320716,4813146,1801092,2694206,81074,45095635
Fitchburg State Univ.,1,2007,38,3275,3313,3.1,24257025,7322,38,493097,149,1,5133476,1549,8,7070231,2134,11,6717353,2028,11,280471,85,0,5714435,1725,9,0,0,0,63092444,19044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2008,39,3385,3424,3.4,26748745,7812,39,558421,163,1,5362390,1566,8,7511026,2194,11,7300693,2132,11,147800,43,0,5809898,1697,8,0,0,0,68405002,19978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2009,37,3543,3580,4.6,25077956,7005,37,390176,109,1,4557832,1273,7,7334823,2049,11,6510519,1819,10,1600500,447,2,6200539,1732,9,0,0,0,67192314,18769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2010,50,3743,3793,5.9,34405897,9071,50,502660,133,1,5823844,1535,8,10027720,2644,15,8087168,2132,12,1795271,473,3,7831459,2065,11,0,0,0,68594527,18085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2011,49,3695,3744,-1.3,36042133,9627,49,566273,151,1,6489042,1733,9,10886481,2908,15,8663225,2314,12,1866338,498,3,8446698,2256,12,0,0,0,73037189,19508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2012,50,3662,3712,-0.9,37370974,10068,50,579221,156,1,6323201,1703,8,11415082,3075,15,8749530,2357,12,1752951,472,2,8877264,2392,12,249434,67,0,75356434,20301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2013,49,3622,3671,-1.1,39770209,10834,49,722832,197,1,6521940,1777,8,12711254,3463,16,9784322,2665,12,1766446,481,2,9222769,2512,11,0,0,0,80505250,21930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2014,51,3731,3782,3,42932220,11352,51,676391,179,1,6572322,1738,8,13067506,3455,15,10073166,2663,12,1984782,525,2,9125594,2413,11,187851,50,0,84622491,22375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2015,49,3750,3799,0.4,43833015,11538,49,506954,133,1,7399835,1948,8,14013929,3689,16,10775651,2836,12,2056995,541,2,9466890,2492,11,1376109,362,2,89430751,23541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2016,49,3729,3778,-0.6,45616516,12074,49,599972,159,1,8175098,2164,9,14076890,3726,15,13006204,3443,14,9211394,2438,10,2148658,569,2,0,0,0,92837548,24573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2017,49,3737,3786,0.2,49013180,12946,49,631869,167,1,8468627,2237,9,14536879,3840,15,14433157,3812,15,9971565,2634,10,2346313,620,2,0,0,0,99413929,26258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State Univ.,1,2018,48,3692,3740,-1.2,49271372,13174,48,673502,180,1,9570580,2559,9,14885496,3980,14,15111677,4041,15,10865020,2905,10,3041550,813,3,0,0,0,103539268,27684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Framingham State Univ.,1,2004,40,3592,3632,0,18009407,4959,40,0,0,0,4959563,1366,11,4818895,1327,11,4967601,1368,11,173577,48,0,3835186,1056,9,0,0,0,44565907,12270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Framingham State Univ.,1,2005,34,3540,3574,-1.6,17153264,4799,34,0,0,0,5887937,1647,12,5598933,1567,11,6405558,1792,13,324622,91,1,4916382,1376,10,0,0,0,50416525,14106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Framingham State Univ.,1,2006,33,3545,3578,0.1,18025043,5038,33,0,0,0,6331702,1770,12,5901625,1649,11,6455947,1804,12,401727,112,1,5732870,1602,11,0,0,0,53942062,15076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Framingham State Univ.,1,2007,35,3645,3680,2.9,21208906,5763,35,0,0,0,7590955,2063,12,6640774,1805,11,7375721,2004,12,270689,74,0,6075064,1651,10,0,0,0,61181782,16625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Framingham State Univ.,1,2008,35,3639,3674,-0.2,23832939,6487,35,0,0,0,7991707,2175,12,7659953,2085,11,9099526,2477,13,128973,35,0,6082569,1656,9,0,0,0,68374693,18610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
